date,state,,cases,deaths
7/17/2021,Wyoming,,63523,760
7/18/2021,Alabama,,560202,11443
7/18/2021,Massachusetts,,712272,18020
7/18/2021,Mississippi,,326804,7465
7/18/2021,Rhode Island,,152971,2736
7/18/2021,Vermont,,24550,258
7/18/2021,Wyoming,,63523,760
7/19/2021,Alabama,,560920,11443
7/19/2021,Massachusetts,,713037,18024
7/19/2021,Mississippi,,329130,7468
7/19/2021,Rhode Island,,153103,2737
7/19/2021,Vermont,,24579,259
7/19/2021,Wyoming,,63709,760
7/20/2021,Alabama,,562311,11460
7/20/2021,Massachusetts,,713489,18033
7/20/2021,Mississippi,,329703,7477
7/20/2021,Rhode Island,,153168,2738
7/20/2021,Vermont,,24590,259
7/20/2021,Wyoming,,63840,766
7/21/2021,Alabama,,563943,11462
7/21/2021,Massachusetts,,714014,18035
7/21/2021,Mississippi,,330664,7485
7/21/2021,Rhode Island,,153269,2738
7/21/2021,Vermont,,24609,259
7/21/2021,Wyoming,,63988,766
7/22/2021,Alabama,,565510,11468
7/22/2021,Massachusetts,,714556,18041
7/22/2021,Mississippi,,331863,7494
7/22/2021,Rhode Island,,153355,2739
7/22/2021,Vermont,,24647,259
7/22/2021,Wyoming,,64141,766
7/23/2021,Alabama,,567243,11472
7/23/2021,Massachusetts,,715180,18046
7/23/2021,Mississippi,,333180,7502
7/23/2021,Rhode Island,,153447,2739
7/23/2021,Vermont,,24676,259
7/23/2021,Wyoming,,64251,766
7/24/2021,Alabama,,569131,11483
7/24/2021,Massachusetts,,715180,18046
7/24/2021,Mississippi,,333180,7502
7/24/2021,Rhode Island,,153447,2739
7/24/2021,Vermont,,24676,259
7/24/2021,Wyoming,,64251,766
7/25/2021,Alabama,,570667,11483
7/25/2021,Massachusetts,,715180,18046
7/25/2021,Mississippi,,333180,7502
7/25/2021,Rhode Island,,153447,2739
7/25/2021,Vermont,,24676,259
7/25/2021,Wyoming,,64251,766
7/26/2021,Alabama,,572070,11483
7/26/2021,Massachusetts,,716452,18053
7/26/2021,Mississippi,,336788,7508
7/26/2021,Rhode Island,,153697,2739
7/26/2021,Vermont,,24748,259
7/26/2021,Wyoming,,64451,766
7/27/2021,Alabama,,574737,11492
7/27/2021,Massachusetts,,717284,18065
7/27/2021,Mississippi,,338079,7523
7/27/2021,Rhode Island,,153802,2739
7/27/2021,Vermont,,24760,259
7/27/2021,Wyoming,,64623,776
7/28/2021,Alabama,,577463,11510
7/28/2021,Massachusetts,,717944,18071
7/28/2021,Mississippi,,339954,7529
7/28/2021,Rhode Island,,153954,2739
7/28/2021,Vermont,,24804,259
7/28/2021,Wyoming,,64623,776
7/29/2021,Alabama,,580193,11516
7/29/2021,Massachusetts,,718849,18079
7/29/2021,Mississippi,,341862,7533
7/29/2021,Rhode Island,,154153,2739
7/29/2021,Vermont,,24830,259
7/29/2021,Wyoming,,64955,776
7/30/2021,Alabama,,580193,11516
7/30/2021,Massachusetts,,719780,18082
7/30/2021,Mississippi,,343505,7543
7/30/2021,Rhode Island,,154339,2740
7/30/2021,Vermont,,24889,260
7/30/2021,Wyoming,,65127,776
7/31/2021,Alabama,,585607,11536
7/31/2021,Massachusetts,,719780,18082
7/31/2021,Mississippi,,343505,7543
7/31/2021,Rhode Island,,154339,2740
7/31/2021,Vermont,,24889,260
7/31/2021,Wyoming,,65127,776
8/1/2021,Alabama,,587405,11536
8/1/2021,Massachusetts,,719780,18082
8/1/2021,Mississippi,,343505,7543
8/1/2021,Rhode Island,,154339,2740
8/1/2021,Vermont,,24889,260
8/1/2021,Wyoming,,65127,776
8/2/2021,Alabama,,589110,11536
8/2/2021,Massachusetts,,721885,18084
8/2/2021,Mississippi,,348496,7556
8/2/2021,Rhode Island,,154790,2740
8/2/2021,Vermont,,25038,260
8/2/2021,Wyoming,,65467,776
8/3/2021,Alabama,,592417,11542
8/3/2021,Massachusetts,,722986,18086
8/3/2021,Mississippi,,350070,7590
8/3/2021,Rhode Island,,154985,2740
8/3/2021,Vermont,,25077,260
8/3/2021,Wyoming,,65704,786
8/4/2021,Alabama,,595816,11561
8/4/2021,Massachusetts,,724018,18091
8/4/2021,Mississippi,,352891,7597
8/4/2021,Rhode Island,,155287,2743
8/4/2021,Vermont,,25129,260
8/4/2021,Wyoming,,65953,786
8/5/2021,Alabama,,599633,11574
8/5/2021,Massachusetts,,725189,18093
8/5/2021,Mississippi,,356055,7613
8/5/2021,Rhode Island,,155527,2743
8/5/2021,Vermont,,25219,260
8/5/2021,Wyoming,,66200,786
8/6/2021,Alabama,,603318,11600
8/6/2021,Massachusetts,,726395,18095
8/6/2021,Mississippi,,358149,7621
8/6/2021,Rhode Island,,155825,2743
8/6/2021,Vermont,,25320,260
8/6/2021,Wyoming,,66453,786
8/7/2021,Alabama,,607209,11624
8/7/2021,Massachusetts,,726395,18095
8/7/2021,Mississippi,,358149,7621
8/7/2021,Rhode Island,,155825,2743
8/7/2021,Vermont,,25320,260
8/7/2021,Wyoming,,66453,786
8/8/2021,Alabama,,607209,11624
8/8/2021,Massachusetts,,726395,18095
8/8/2021,Mississippi,,358149,7621
8/8/2021,Rhode Island,,155825,2743
8/8/2021,Vermont,,25320,260
8/8/2021,Wyoming,,66453,786
8/9/2021,Alabama,,612086,11625
8/9/2021,Massachusetts,,729047,18098
8/9/2021,Mississippi,,365061,7649
8/9/2021,Rhode Island,,155825,2743
8/9/2021,Vermont,,25571,262
8/9/2021,Wyoming,,67026,786
8/10/2021,Alabama,,615901,11648
8/10/2021,Massachusetts,,730381,18112
8/10/2021,Mississippi,,368549,7685
8/10/2021,Rhode Island,,156539,2744
8/10/2021,Vermont,,25663,263
8/10/2021,Wyoming,,67326,793
8/11/2021,Alabama,,619752,11689
8/11/2021,Massachusetts,,731821,18121
8/11/2021,Mississippi,,371712,7710
8/11/2021,Rhode Island,,156824,2744
8/11/2021,Vermont,,25757,263
8/11/2021,Wyoming,,67582,793
8/12/2021,Alabama,,623919,11724
8/12/2021,Massachusetts,,733188,18131
8/12/2021,Mississippi,,376124,7730
8/12/2021,Rhode Island,,157188,2744
8/12/2021,Vermont,,25883,264
8/12/2021,Wyoming,,67957,793
8/13/2021,Alabama,,627905,11765
8/13/2021,Massachusetts,,734486,18142
8/13/2021,Mississippi,,381147,7761
8/13/2021,Rhode Island,,157589,2744
8/13/2021,Vermont,,26040,264
8/13/2021,Wyoming,,68272,793
8/14/2021,Alabama,,627905,11765
8/14/2021,Massachusetts,,734486,18142
8/14/2021,Mississippi,,381147,7761
8/14/2021,Rhode Island,,157589,2744
8/14/2021,Vermont,,26040,264
8/14/2021,Wyoming,,68272,793
8/15/2021,Alabama,,634897,11798
8/15/2021,Massachusetts,,734486,18142
8/15/2021,Mississippi,,381147,7761
8/15/2021,Rhode Island,,157589,2744
8/15/2021,Vermont,,26040,264
8/15/2021,Wyoming,,68272,793
8/16/2021,Alabama,,637363,11799
8/16/2021,Massachusetts,,737579,18148
8/16/2021,Mississippi,,388986,7813
8/16/2021,Rhode Island,,158283,2747
8/16/2021,Vermont,,26040,264
8/16/2021,Wyoming,,68944,793
8/17/2021,Alabama,,641386,11832
8/17/2021,Massachusetts,,739047,18154
8/17/2021,Mississippi,,392309,7880
8/17/2021,Rhode Island,,158614,2747
8/17/2021,Vermont,,26397,264
8/17/2021,Wyoming,,69356,809
8/18/2021,Alabama,,645851,11872
8/18/2021,Massachusetts,,740626,18165
8/18/2021,Mississippi,,396394,7916
8/18/2021,Rhode Island,,159019,2748
8/18/2021,Vermont,,26494,267
8/18/2021,Wyoming,,69844,809
8/19/2021,Alabama,,649741,11914
8/19/2021,Massachusetts,,742202,18169
8/19/2021,Mississippi,,401201,7937
8/19/2021,Rhode Island,,159355,2752
8/19/2021,Vermont,,26663,268
8/19/2021,Wyoming,,70150,809
8/20/2021,Alabama,,653540,11942
8/20/2021,Massachusetts,,743735,18175
8/20/2021,Mississippi,,406249,7991
8/20/2021,Rhode Island,,159710,2753
8/20/2021,Vermont,,26778,270
8/20/2021,Wyoming,,70671,809
8/21/2021,Alabama,,659750,12000
8/21/2021,Massachusetts,,743735,18175
8/21/2021,Mississippi,,406249,7991
8/21/2021,Rhode Island,,159710,2753
8/21/2021,Vermont,,26778,270
8/21/2021,Wyoming,,70671,809
8/22/2021,Alabama,,663065,12000
8/22/2021,Massachusetts,,743735,18175
8/22/2021,Mississippi,,406249,7991
8/22/2021,Rhode Island,,159710,2753
8/22/2021,Vermont,,27050,270
8/22/2021,Wyoming,,70671,809
8/23/2021,Alabama,,665653,12000
8/23/2021,Massachusetts,,747153,18179
8/23/2021,Mississippi,,413498,8047
8/23/2021,Rhode Island,,160329,2757
8/23/2021,Vermont,,27132,270
8/23/2021,Wyoming,,71562,809
8/24/2021,Alabama,,665653,12000
8/24/2021,Massachusetts,,748753,18195
8/24/2021,Mississippi,,416789,8158
8/24/2021,Rhode Island,,160565,2759
8/24/2021,Vermont,,27237,270
8/24/2021,Wyoming,,72069,835
8/25/2021,Alabama,,665653,12000
8/25/2021,Massachusetts,,750248,18199
8/25/2021,Mississippi,,420174,8180
8/25/2021,Rhode Island,,160948,2760
8/25/2021,Vermont,,27355,271
8/25/2021,Wyoming,,72528,835
8/26/2021,Alabama,,676795,12103
8/26/2021,Massachusetts,,752139,18212
8/26/2021,Mississippi,,423599,8214
8/26/2021,Rhode Island,,161303,2762
8/26/2021,Vermont,,27504,273
8/26/2021,Wyoming,,72995,835
8/27/2021,Alabama,,681828,12153
8/27/2021,Massachusetts,,753795,18219
8/27/2021,Mississippi,,427640,8279
8/27/2021,Rhode Island,,161701,2764
8/27/2021,Vermont,,27648,275
8/27/2021,Wyoming,,73467,835
8/28/2021,Alabama,,688018,12219
8/28/2021,Massachusetts,,753795,18219
8/28/2021,Mississippi,,427640,8279
8/28/2021,Rhode Island,,161701,2764
8/28/2021,Vermont,,27835,275
8/28/2021,Wyoming,,73467,835
8/29/2021,Alabama,,691451,12222
8/29/2021,Massachusetts,,753795,18219
8/29/2021,Mississippi,,427640,8279
8/29/2021,Rhode Island,,161701,2764
8/29/2021,Vermont,,27972,275
8/29/2021,Wyoming,,73467,835
8/30/2021,Alabama,,694523,12222
8/30/2021,Massachusetts,,758094,18229
8/30/2021,Mississippi,,435611,8361
8/30/2021,Rhode Island,,162325,2769
8/30/2021,Vermont,,28044,275
8/30/2021,Wyoming,,74756,835
8/31/2021,Alabama,,699729,12283
8/31/2021,Massachusetts,,759869,18246
8/31/2021,Mississippi,,436722,8409
8/31/2021,Rhode Island,,162617,2770
8/31/2021,Vermont,,28200,276
8/31/2021,Wyoming,,75136,858
9/1/2021,Alabama,,704420,12291
9/1/2021,Massachusetts,,761906,18257
9/1/2021,Mississippi,,439661,8490
9/1/2021,Rhode Island,,162969,2772
9/1/2021,Vermont,,28399,277
9/1/2021,Wyoming,,76007,858
9/2/2021,Alabama,,709732,12330
9/2/2021,Massachusetts,,763673,18272
9/2/2021,Mississippi,,443511,8507
9/2/2021,Rhode Island,,163388,2772
9/2/2021,Vermont,,28542,279
9/2/2021,Wyoming,,76602,858
9/3/2021,Alabama,,714860,12394
9/3/2021,Massachusetts,,765584,18286
9/3/2021,Mississippi,,446863,8540
9/3/2021,Rhode Island,,163742,2773
9/3/2021,Vermont,,28703,280
9/3/2021,Wyoming,,77206,858
9/4/2021,Alabama,,719280,12414
9/4/2021,Massachusetts,,765584,18286
9/4/2021,Mississippi,,446863,8540
9/4/2021,Rhode Island,,163742,2773
9/4/2021,Vermont,,28884,281
9/4/2021,Wyoming,,77206,858
9/5/2021,Alabama,,722122,12415
9/5/2021,Massachusetts,,765584,18286
9/5/2021,Mississippi,,446863,8540
9/5/2021,Rhode Island,,163742,2773
9/5/2021,Vermont,,28994,282
9/5/2021,Wyoming,,77206,858
9/6/2021,Alabama,,724688,12416
9/6/2021,Massachusetts,,765584,18286
9/6/2021,Mississippi,,452644,8664
9/6/2021,Rhode Island,,163742,2773
9/6/2021,Vermont,,29125,282
9/6/2021,Wyoming,,77206,858
9/7/2021,Alabama,,727360,12420
9/7/2021,Massachusetts,,771267,18298
9/7/2021,Mississippi,,453348,8685
9/7/2021,Rhode Island,,164648,2778
9/7/2021,Vermont,,29325,282
9/7/2021,Wyoming,,78495,879
9/8/2021,Alabama,,732151,12488
9/8/2021,Massachusetts,,772742,18314
9/8/2021,Mississippi,,455282,8787
9/8/2021,Rhode Island,,165083,2782
9/8/2021,Vermont,,29436,282
9/8/2021,Wyoming,,79297,879
9/9/2021,Alabama,,736518,12552
9/9/2021,Massachusetts,,775149,18332
9/9/2021,Mississippi,,458420,8870
9/9/2021,Rhode Island,,165454,2787
9/9/2021,Vermont,,29588,283
9/9/2021,Wyoming,,79830,879
9/10/2021,Alabama,,741318,12605
9/10/2021,Massachusetts,,777022,18350
9/10/2021,Mississippi,,460312,8905
9/10/2021,Rhode Island,,165849,2793
9/10/2021,Vermont,,29735,284
9/10/2021,Wyoming,,80643,879
9/11/2021,Alabama,,745812,12673
9/11/2021,Massachusetts,,777022,18350
9/11/2021,Mississippi,,460312,8905
9/11/2021,Rhode Island,,165849,2793
9/11/2021,Vermont,,29934,287
9/11/2021,Wyoming,,80643,879
9/12/2021,Alabama,,747606,12676
9/12/2021,Massachusetts,,777022,18350
9/12/2021,Mississippi,,460312,8905
9/12/2021,Rhode Island,,165849,2793
9/12/2021,Vermont,,30114,287
9/12/2021,Wyoming,,80643,879
9/13/2021,Alabama,,750298,12678
9/13/2021,Massachusetts,,782107,18369
9/13/2021,Mississippi,,464075,8976
9/13/2021,Rhode Island,,166811,2802
9/13/2021,Vermont,,30264,288
9/13/2021,Wyoming,,81825,879
9/14/2021,Alabama,,754242,12718
9/14/2021,Massachusetts,,783750,18393
9/14/2021,Mississippi,,466145,9061
9/14/2021,Rhode Island,,167245,2808
9/14/2021,Vermont,,30376,291
9/14/2021,Wyoming,,82463,918
9/15/2021,Alabama,,757893,12784
9/15/2021,Massachusetts,,786627,18408
9/15/2021,Mississippi,,468498,9100
9/15/2021,Rhode Island,,167653,2809
9/15/2021,Vermont,,30584,292
9/15/2021,Wyoming,,82897,918
9/16/2021,Alabama,,761865,12856
9/16/2021,Massachusetts,,788775,18424
9/16/2021,Mississippi,,471092,9165
9/16/2021,Rhode Island,,167975,2810
9/16/2021,Vermont,,30922,294
9/16/2021,Wyoming,,83643,918
9/17/2021,Alabama,,764839,13048
9/17/2021,Massachusetts,,790953,18445
9/17/2021,Mississippi,,473413,9214
9/17/2021,Rhode Island,,168449,2812
9/17/2021,Vermont,,31156,296
9/17/2021,Wyoming,,83958,918
9/18/2021,Alabama,,768301,13209
9/18/2021,Massachusetts,,790953,18445
9/18/2021,Mississippi,,473413,9214
9/18/2021,Rhode Island,,168449,2812
9/18/2021,Vermont,,31361,298
9/18/2021,Wyoming,,83958,918
9/19/2021,Alabama,,770391,13210
9/19/2021,Massachusetts,,790953,18445
9/19/2021,Mississippi,,473413,9214
9/19/2021,Rhode Island,,168449,2812
9/19/2021,Vermont,,31634,298
9/19/2021,Wyoming,,83958,918
9/20/2021,Alabama,,772311,13210
9/20/2021,Massachusetts,,795543,18455
9/20/2021,Mississippi,,476100,9270
9/20/2021,Rhode Island,,169350,2815
9/20/2021,Vermont,,31764,298
9/20/2021,Wyoming,,85499,918
9/21/2021,Alabama,,775531,13460
9/21/2021,Massachusetts,,796925,18480
9/21/2021,Mississippi,,477769,9331
9/21/2021,Rhode Island,,169686,2816
9/21/2021,Vermont,,31911,301
9/21/2021,Wyoming,,86052,955
9/22/2021,Alabama,,778549,13665
9/22/2021,Massachusetts,,798905,18504
9/22/2021,Mississippi,,479326,9353
9/22/2021,Rhode Island,,170009,2818
9/22/2021,Vermont,,32079,301
9/22/2021,Wyoming,,86594,955
9/23/2021,Alabama,,781915,13798
9/23/2021,Massachusetts,,800909,18527
9/23/2021,Mississippi,,481397,9395
9/23/2021,Rhode Island,,170293,2820
9/23/2021,Vermont,,32368,301
9/23/2021,Wyoming,,87351,955
9/24/2021,Alabama,,784484,13921
9/24/2021,Massachusetts,,802829,18541
9/24/2021,Mississippi,,482902,9425
9/24/2021,Rhode Island,,170700,2823
9/24/2021,Vermont,,32610,304
9/24/2021,Wyoming,,87866,955
9/25/2021,Alabama,,787421,14022
9/25/2021,Massachusetts,,802829,18541
9/25/2021,Mississippi,,482902,9425
9/25/2021,Rhode Island,,170700,2823
9/25/2021,Vermont,,32790,306
9/25/2021,Wyoming,,87866,955
9/26/2021,Alabama,,789054,14022
9/26/2021,Massachusetts,,802829,18541
9/26/2021,Mississippi,,482902,9425
9/26/2021,Rhode Island,,170700,2823
9/26/2021,Vermont,,33031,310
9/26/2021,Wyoming,,87866,955
9/27/2021,Alabama,,790648,14025
9/27/2021,Massachusetts,,807182,18555
9/27/2021,Mississippi,,484675,9480
9/27/2021,Rhode Island,,171451,2832
9/27/2021,Vermont,,33231,310
9/27/2021,Wyoming,,88935,955
9/28/2021,Alabama,,792632,14155
9/28/2021,Massachusetts,,808673,18577
9/28/2021,Mississippi,,486195,9538
9/28/2021,Rhode Island,,171751,2834
9/28/2021,Vermont,,33329,313
9/28/2021,Wyoming,,89430,996
9/29/2021,Alabama,,794773,14200
9/29/2021,Massachusetts,,810319,18600
9/29/2021,Mississippi,,487293,9588
9/29/2021,Rhode Island,,172064,2836
9/29/2021,Vermont,,33438,317
9/29/2021,Wyoming,,89965,996
9/30/2021,Alabama,,796475,14299
9/30/2021,Massachusetts,,811951,18627
9/30/2021,Mississippi,,488394,9600
9/30/2021,Rhode Island,,172361,2838
9/30/2021,Vermont,,33662,317
9/30/2021,Wyoming,,90602,996
10/1/2021,Alabama,,798320,14393
10/1/2021,Massachusetts,,813599,18647
10/1/2021,Mississippi,,489216,9646
10/1/2021,Rhode Island,,172719,2838
10/1/2021,Vermont,,33852,318
10/1/2021,Wyoming,,91169,996
10/2/2021,Alabama,,799800,14469
10/2/2021,Massachusetts,,813599,18647
10/2/2021,Mississippi,,489216,9646
10/2/2021,Rhode Island,,172719,2838
10/2/2021,Vermont,,34081,321
10/2/2021,Wyoming,,91169,996
10/3/2021,Alabama,,800692,14470
10/3/2021,Massachusetts,,813599,18647
10/3/2021,Mississippi,,489216,9646
10/3/2021,Rhode Island,,172719,2838
10/3/2021,Vermont,,34221,321
10/3/2021,Wyoming,,91169,996
10/4/2021,Alabama,,801428,14471
10/4/2021,Massachusetts,,816950,18659
10/4/2021,Mississippi,,490777,9688
10/4/2021,Rhode Island,,173357,2843
10/4/2021,Vermont,,34411,323
10/4/2021,Wyoming,,91979,996
10/5/2021,Alabama,,802977,14542
10/5/2021,Massachusetts,,818290,18680
10/5/2021,Mississippi,,491724,9749
10/5/2021,Rhode Island,,173603,2845
10/5/2021,Vermont,,34505,323
10/5/2021,Wyoming,,92517,1041
10/6/2021,Alabama,,804249,14612
10/6/2021,Massachusetts,,819939,18707
10/6/2021,Mississippi,,492558,9768
10/6/2021,Rhode Island,,173937,2848
10/6/2021,Vermont,,34632,327
10/6/2021,Wyoming,,93083,1041
10/7/2021,Alabama,,805511,14675
10/7/2021,Massachusetts,,821661,18729
10/7/2021,Mississippi,,493670,9778
10/7/2021,Rhode Island,,174171,2852
10/7/2021,Vermont,,34923,328
10/7/2021,Wyoming,,93764,1041
10/8/2021,Alabama,,806560,14756
10/8/2021,Massachusetts,,823485,18746
10/8/2021,Mississippi,,494271,9811
10/8/2021,Rhode Island,,174570,2854
10/8/2021,Vermont,,35204,332
10/8/2021,Wyoming,,94303,1041
10/9/2021,Alabama,,807479,14857
10/9/2021,Massachusetts,,823485,18746
10/9/2021,Mississippi,,494271,9811
10/9/2021,Rhode Island,,174570,2854
10/9/2021,Vermont,,35459,335
10/9/2021,Wyoming,,94303,1041
10/10/2021,Alabama,,808132,14858
10/10/2021,Massachusetts,,823485,18746
10/10/2021,Mississippi,,494271,9811
10/10/2021,Rhode Island,,174570,2854
10/10/2021,Vermont,,35672,335
10/10/2021,Wyoming,,94303,1041
10/11/2021,Alabama,,808599,14859
10/11/2021,Massachusetts,,823485,18746
10/11/2021,Mississippi,,495312,9833
10/11/2021,Rhode Island,,174570,2854
10/11/2021,Vermont,,35892,335
10/11/2021,Wyoming,,95137,1041
10/12/2021,Alabama,,809485,14869
10/12/2021,Massachusetts,,828110,18783
10/12/2021,Mississippi,,496132,9874
10/12/2021,Rhode Island,,175487,2856
10/12/2021,Vermont,,36025,339
10/12/2021,Wyoming,,95620,1080
10/13/2021,Alabama,,810501,14980
10/13/2021,Massachusetts,,829873,18802
10/13/2021,Mississippi,,496851,9900
10/13/2021,Rhode Island,,175777,2857
10/13/2021,Vermont,,36352,340
10/13/2021,Wyoming,,96059,1080
10/14/2021,Alabama,,811551,15101
10/14/2021,Massachusetts,,831662,18816
10/14/2021,Mississippi,,497379,9907
10/14/2021,Rhode Island,,176090,2860
10/14/2021,Vermont,,36503,342
10/14/2021,Wyoming,,96664,1080
10/15/2021,Alabama,,812694,15142
10/15/2021,Massachusetts,,833311,18828
10/15/2021,Mississippi,,497790,9917
10/15/2021,Rhode Island,,176405,2860
10/15/2021,Vermont,,36730,343
10/15/2021,Wyoming,,97137,1080
10/16/2021,Alabama,,813481,15179
10/16/2021,Massachusetts,,833311,18828
10/16/2021,Mississippi,,497790,9917
10/16/2021,Rhode Island,,176405,2860
10/16/2021,Vermont,,37069,345
10/16/2021,Wyoming,,97137,1080
10/17/2021,Alabama,,814025,15179
10/17/2021,Massachusetts,,833311,18828
10/17/2021,Mississippi,,497790,9917
10/17/2021,Rhode Island,,176405,2860
10/17/2021,Vermont,,37318,345
10/17/2021,Wyoming,,97137,1080
10/18/2021,Alabama,,814363,15179
10/18/2021,Massachusetts,,836302,18838
10/18/2021,Mississippi,,498560,9939
10/18/2021,Rhode Island,,177052,2861
10/18/2021,Vermont,,37519,346
10/18/2021,Wyoming,,98165,1080
10/19/2021,Alabama,,815324,15263
10/19/2021,Massachusetts,,838347,18864
10/19/2021,Mississippi,,499838,9957
10/19/2021,Rhode Island,,177280,2867
10/19/2021,Vermont,,37651,347
10/19/2021,Wyoming,,98567,1136
10/20/2021,Alabama,,815989,15311
10/20/2021,Massachusetts,,839817,18875
10/20/2021,Mississippi,,500286,9968
10/20/2021,Rhode Island,,177508,2869
10/20/2021,Vermont,,37768,349
10/20/2021,Wyoming,,99007,1136
10/21/2021,Alabama,,817054,15320
10/21/2021,Massachusetts,,841198,18896
10/21/2021,Mississippi,,500708,9977
10/21/2021,Rhode Island,,177804,2871
10/21/2021,Vermont,,38090,351
10/21/2021,Wyoming,,99662,1149
10/22/2021,Alabama,,818652,15378
10/22/2021,Massachusetts,,842652,18911
10/22/2021,Mississippi,,501097,9990
10/22/2021,Rhode Island,,177998,2872
10/22/2021,Vermont,,38320,351
10/22/2021,Wyoming,,100174,1149
10/23/2021,Alabama,,819597,15406
10/23/2021,Massachusetts,,842652,18911
10/23/2021,Mississippi,,501097,9990
10/23/2021,Rhode Island,,177998,2872
10/23/2021,Vermont,,38573,351
10/23/2021,Wyoming,,100174,1149
10/24/2021,Alabama,,820011,15407
10/24/2021,Massachusetts,,842652,18911
10/24/2021,Mississippi,,501097,9990
10/24/2021,Rhode Island,,177998,2872
10/24/2021,Vermont,,38843,351
10/24/2021,Wyoming,,100174,1149
10/25/2021,Alabama,,820312,15407
10/25/2021,Massachusetts,,846044,18931
10/25/2021,Mississippi,,501652,10024
10/25/2021,Rhode Island,,178461,2874
10/25/2021,Vermont,,38982,351
10/25/2021,Wyoming,,101083,1149
10/26/2021,Alabama,,821255,15424
10/26/2021,Massachusetts,,847512,18956
10/26/2021,Mississippi,,503322,10057
10/26/2021,Rhode Island,,178646,2876
10/26/2021,Vermont,,39072,356
10/26/2021,Wyoming,,101424,1174
10/27/2021,Alabama,,828648,15432
10/27/2021,Massachusetts,,848947,18970
10/27/2021,Mississippi,,503666,10059
10/27/2021,Rhode Island,,178907,2877
10/27/2021,Vermont,,39233,358
10/27/2021,Wyoming,,101912,1174
10/28/2021,Alabama,,830789,15484
10/28/2021,Massachusetts,,850531,18985
10/28/2021,Mississippi,,504009,10064
10/28/2021,Rhode Island,,179171,2878
10/28/2021,Vermont,,39559,360
10/28/2021,Wyoming,,102403,1174
10/29/2021,Alabama,,831165,15532
10/29/2021,Massachusetts,,851922,18996
10/29/2021,Mississippi,,504318,10075
10/29/2021,Rhode Island,,179405,2878
10/29/2021,Vermont,,39788,364
10/29/2021,Wyoming,,102926,1174
10/30/2021,Alabama,,831653,15573
10/30/2021,Massachusetts,,851922,18996
10/30/2021,Mississippi,,504318,10075
10/30/2021,Rhode Island,,179405,2878
10/30/2021,Vermont,,39923,364
10/30/2021,Wyoming,,102926,1174
10/31/2021,Alabama,,832047,15573
10/31/2021,Massachusetts,,851922,18996
10/31/2021,Mississippi,,504318,10075
10/31/2021,Rhode Island,,179405,2878
10/31/2021,Vermont,,40191,364
10/31/2021,Wyoming,,102926,1174
11/1/2021,Alabama,,832264,15573
11/1/2021,Massachusetts,,855230,19003
11/1/2021,Mississippi,,504811,10098
11/1/2021,Rhode Island,,179963,2879
11/1/2021,Vermont,,40340,368
11/1/2021,Wyoming,,103622,1174
11/2/2021,Alabama,,833009,15629
11/2/2021,Massachusetts,,856494,19031
11/2/2021,Mississippi,,505266,10129
11/2/2021,Rhode Island,,180187,2881
11/2/2021,Vermont,,40513,369
11/2/2021,Wyoming,,103989,1243
11/3/2021,Alabama,,833493,15676
11/3/2021,Massachusetts,,857959,19046
11/3/2021,Mississippi,,505661,10134
11/3/2021,Rhode Island,,180488,2881
11/3/2021,Vermont,,40727,374
11/3/2021,Wyoming,,104403,1243
11/4/2021,Alabama,,834582,15734
11/4/2021,Massachusetts,,859713,19069
11/4/2021,Mississippi,,506042,10134
11/4/2021,Rhode Island,,180809,2881
11/4/2021,Vermont,,41254,380
11/4/2021,Wyoming,,104940,1243
11/5/2021,Alabama,,835157,15786
11/5/2021,Massachusetts,,861480,19087
11/5/2021,Mississippi,,506556,10148
11/5/2021,Rhode Island,,181079,2881
11/5/2021,Vermont,,41644,383
11/5/2021,Wyoming,,105318,1243
11/6/2021,Alabama,,835740,15834
11/6/2021,Massachusetts,,861480,19087
11/6/2021,Mississippi,,506556,10148
11/6/2021,Rhode Island,,181079,2881
11/6/2021,Vermont,,41908,384
11/6/2021,Wyoming,,105318,1243
11/7/2021,Alabama,,836032,15834
11/7/2021,Massachusetts,,861480,19087
11/7/2021,Mississippi,,506556,10148
11/7/2021,Rhode Island,,181079,2881
11/7/2021,Vermont,,42313,384
11/7/2021,Wyoming,,105318,1243
11/8/2021,Alabama,,836255,15834
11/8/2021,Massachusetts,,865806,19093
11/8/2021,Mississippi,,507116,10153
11/8/2021,Rhode Island,,181835,2882
11/8/2021,Vermont,,42547,384
11/8/2021,Wyoming,,105990,1243
11/9/2021,Alabama,,837250,15879
11/9/2021,Massachusetts,,867345,19117
11/9/2021,Mississippi,,507476,10178
11/9/2021,Rhode Island,,182175,2884
11/9/2021,Vermont,,42716,387
11/9/2021,Wyoming,,106287,1298
11/10/2021,Alabama,,837428,15917
11/10/2021,Massachusetts,,869293,19138
11/10/2021,Mississippi,,507775,10182
11/10/2021,Rhode Island,,182486,2887
11/10/2021,Vermont,,42910,388
11/10/2021,Wyoming,,106698,1298
11/11/2021,Alabama,,838114,15934
11/11/2021,Massachusetts,,869293,19138
11/11/2021,Mississippi,,507775,10182
11/11/2021,Rhode Island,,182486,2887
11/11/2021,Vermont,,43521,391
11/11/2021,Wyoming,,106698,1298
11/12/2021,Alabama,,838836,15934
11/12/2021,Massachusetts,,873281,19159
11/12/2021,Mississippi,,508469,10187
11/12/2021,Rhode Island,,183257,2890
11/12/2021,Vermont,,44030,393
11/12/2021,Wyoming,,107483,1298
