date,state,,cases,deaths
11/10/2020,Massachusetts,,174881,10201
11/10/2020,Mississippi,,128138,3480
11/10/2020,Rhode Island,,38798,1237
11/10/2020,Vermont,,2462,59
11/10/2020,Wyoming,,19242,127
11/11/2020,Alabama,,208637,3201
11/11/2020,Massachusetts,,177541,10222
11/11/2020,Mississippi,,129394,3497
11/11/2020,Rhode Island,,39776,1243
11/11/2020,Vermont,,2535,59
11/11/2020,Wyoming,,19374,127
11/12/2020,Alabama,,210637,3213
11/12/2020,Massachusetts,,180189,10242
11/12/2020,Mississippi,,130665,3514
11/12/2020,Rhode Island,,40764,1250
11/12/2020,Vermont,,2651,59
11/12/2020,Wyoming,,20479,127
11/13/2020,Alabama,,213617,3231
11/13/2020,Massachusetts,,183095,10265
11/13/2020,Mississippi,,131970,3519
11/13/2020,Rhode Island,,41529,1254
11/13/2020,Vermont,,2743,59
11/13/2020,Wyoming,,21341,127
11/14/2020,Alabama,,215843,3246
11/14/2020,Massachusetts,,186142,10293
11/14/2020,Mississippi,,133340,3540
11/14/2020,Rhode Island,,41529,1254
11/14/2020,Vermont,,2843,59
11/14/2020,Wyoming,,21881,144
11/15/2020,Alabama,,217822,3248
11/15/2020,Massachusetts,,188275,10329
11/15/2020,Mississippi,,134309,3543
11/15/2020,Rhode Island,,41529,1254
11/15/2020,Vermont,,2889,59
11/15/2020,Wyoming,,22494,144
11/16/2020,Alabama,,219232,3249
11/16/2020,Massachusetts,,190439,10340
11/16/2020,Mississippi,,134898,3545
11/16/2020,Rhode Island,,43923,1270
11/16/2020,Vermont,,3008,59
11/16/2020,Wyoming,,23193,144
11/17/2020,Alabama,,220848,3301
11/17/2020,Massachusetts,,192964,10360
11/17/2020,Mississippi,,135803,3581
11/17/2020,Rhode Island,,44528,1278
11/17/2020,Vermont,,3104,59
11/17/2020,Wyoming,,24453,155
11/18/2020,Alabama,,223486,3347
11/18/2020,Massachusetts,,195868,10407
11/18/2020,Mississippi,,137396,3601
11/18/2020,Rhode Island,,45911,1284
11/18/2020,Vermont,,3161,60
11/18/2020,Wyoming,,25275,155
11/19/2020,Alabama,,225910,3419
11/19/2020,Massachusetts,,198550,10435
11/19/2020,Mississippi,,138791,3619
11/19/2020,Rhode Island,,46951,1288
11/19/2020,Vermont,,3310,61
11/19/2020,Wyoming,,26169,176
11/20/2020,Alabama,,228373,3451
11/20/2020,Massachusetts,,200949,10469
11/20/2020,Mississippi,,140429,3642
11/20/2020,Rhode Island,,48001,1294
11/20/2020,Vermont,,3459,62
11/20/2020,Wyoming,,27129,176
11/21/2020,Alabama,,230708,3457
11/21/2020,Massachusetts,,204155,10488
11/21/2020,Mississippi,,142401,3657
11/21/2020,Rhode Island,,48001,1294
11/21/2020,Vermont,,3546,63
11/21/2020,Wyoming,,27410,176
11/22/2020,Alabama,,232506,3457
11/22/2020,Massachusetts,,206850,10512
11/22/2020,Mississippi,,143180,3676
11/22/2020,Rhode Island,,48001,1294
11/22/2020,Vermont,,3629,63
11/22/2020,Wyoming,,28169,176
11/23/2020,Alabama,,234080,3459
11/23/2020,Massachusetts,,208623,10531
11/23/2020,Mississippi,,143879,3676
11/23/2020,Rhode Island,,50573,1309
11/23/2020,Vermont,,3714,63
11/23/2020,Wyoming,,29431,202
11/24/2020,Alabama,,236865,3472
11/24/2020,Massachusetts,,211199,10551
11/24/2020,Mississippi,,144544,3729
11/24/2020,Rhode Island,,51424,1325
11/24/2020,Vermont,,3762,64
11/24/2020,Wyoming,,29959,202
11/25/2020,Alabama,,239318,3532
11/25/2020,Massachusetts,,214594,10604
11/25/2020,Mississippi,,145636,3745
11/25/2020,Rhode Island,,52317,1335
11/25/2020,Vermont,,3827,64
11/25/2020,Wyoming,,30761,215
11/26/2020,Alabama,,241957,3572
11/26/2020,Massachusetts,,214594,10604
11/26/2020,Mississippi,,147382,3763
11/26/2020,Rhode Island,,52317,1335
11/26/2020,Vermont,,3827,64
11/26/2020,Wyoming,,30761,215
11/27/2020,Alabama,,242874,3572
11/27/2020,Massachusetts,,219252,10635
11/27/2020,Mississippi,,148387,3769
11/27/2020,Rhode Island,,53954,1346
11/27/2020,Vermont,,4005,67
11/27/2020,Wyoming,,31773,215
11/28/2020,Alabama,,244993,3572
11/28/2020,Massachusetts,,222469,10676
11/28/2020,Mississippi,,149940,3779
11/28/2020,Rhode Island,,53954,1346
11/28/2020,Vermont,,4033,67
11/28/2020,Wyoming,,31929,215
11/29/2020,Alabama,,247229,3577
11/29/2020,Massachusetts,,224964,10722
11/29/2020,Mississippi,,151785,3806
11/29/2020,Rhode Island,,53954,1346
11/29/2020,Vermont,,4100,67
11/29/2020,Wyoming,,32489,215
11/30/2020,Alabama,,249524,3578
11/30/2020,Massachusetts,,226132,10748
11/30/2020,Mississippi,,153270,3807
11/30/2020,Rhode Island,,56723,1373
11/30/2020,Vermont,,4172,69
11/30/2020,Wyoming,,33305,215
12/1/2020,Alabama,,252900,3638
12/1/2020,Massachusetts,,229205,10778
12/1/2020,Mississippi,,154411,3836
12/1/2020,Rhode Island,,57906,1380
12/1/2020,Vermont,,4239,72
12/1/2020,Wyoming,,33805,230
12/2/2020,Alabama,,256828,3711
12/2/2020,Massachusetts,,234232,10824
12/2/2020,Mississippi,,156868,3851
12/2/2020,Rhode Island,,59005,1391
12/2/2020,Vermont,,4461,74
12/2/2020,Wyoming,,34507,230
12/3/2020,Alabama,,260359,3776
12/3/2020,Massachusetts,,240907,10874
12/3/2020,Mississippi,,159036,3879
12/3/2020,Rhode Island,,60722,1400
12/3/2020,Vermont,,4642,75
12/3/2020,Wyoming,,35078,257
12/4/2020,Alabama,,264199,3831
12/4/2020,Massachusetts,,246398,10910
12/4/2020,Mississippi,,161516,3916
12/4/2020,Rhode Island,,62137,1413
12/4/2020,Vermont,,4763,77
12/4/2020,Wyoming,,35737,257
12/5/2020,Alabama,,267589,3877
12/5/2020,Massachusetts,,252017,10953
12/5/2020,Mississippi,,163458,3949
12/5/2020,Rhode Island,,62137,1413
12/5/2020,Vermont,,4894,79
12/5/2020,Wyoming,,35941,257
12/6/2020,Alabama,,269877,3889
12/6/2020,Massachusetts,,256844,11004
12/6/2020,Mississippi,,164931,3961
12/6/2020,Rhode Island,,62137,1413
12/6/2020,Vermont,,5015,79
12/6/2020,Wyoming,,36317,257
12/7/2020,Alabama,,272229,3892
12/7/2020,Massachusetts,,259325,11035
12/7/2020,Mississippi,,166194,3961
12/7/2020,Rhode Island,,65818,1448
12/7/2020,Vermont,,5080,81
12/7/2020,Wyoming,,36985,280
12/8/2020,Alabama,,276665,3942
12/8/2020,Massachusetts,,263447,11076
12/8/2020,Mississippi,,167926,4017
12/8/2020,Rhode Island,,67067,1470
12/8/2020,Vermont,,5180,85
12/8/2020,Wyoming,,37475,280
12/9/2020,Alabama,,280187,3985
12/9/2020,Massachusetts,,269412,11166
12/9/2020,Mississippi,,170672,4041
12/9/2020,Rhode Island,,68299,1484
12/9/2020,Vermont,,5285,86
12/9/2020,Wyoming,,37885,299
12/10/2020,Alabama,,284922,4034
12/10/2020,Massachusetts,,274781,11209
12/10/2020,Mississippi,,172955,4083
12/10/2020,Rhode Island,,69247,1498
12/10/2020,Vermont,,5413,89
12/10/2020,Wyoming,,38223,299
12/11/2020,Alabama,,288775,4086
12/11/2020,Massachusetts,,280436,11257
12/11/2020,Mississippi,,175282,4124
12/11/2020,Rhode Island,,70818,1509
12/11/2020,Vermont,,5541,93
12/11/2020,Wyoming,,38785,321
12/12/2020,Alabama,,292841,4102
12/12/2020,Massachusetts,,285725,11307
12/12/2020,Mississippi,,177947,4180
12/12/2020,Rhode Island,,70818,1509
12/12/2020,Vermont,,5626,95
12/12/2020,Wyoming,,38907,321
12/13/2020,Alabama,,295631,4102
12/13/2020,Massachusetts,,290578,11349
12/13/2020,Mississippi,,179447,4199
12/13/2020,Rhode Island,,70818,1509
12/13/2020,Vermont,,5753,95
12/13/2020,Wyoming,,39360,321
12/14/2020,Alabama,,297895,4102
12/14/2020,Massachusetts,,294231,11388
12/14/2020,Mississippi,,181095,4204
12/14/2020,Rhode Island,,74071,1555
12/14/2020,Vermont,,5857,96
12/14/2020,Wyoming,,39775,321
12/15/2020,Alabama,,301533,4124
12/15/2020,Massachusetts,,298160,11443
12/15/2020,Mississippi,,183300,4252
12/15/2020,Rhode Island,,75237,1570
12/15/2020,Vermont,,5923,100
12/15/2020,Wyoming,,40064,328
12/16/2020,Alabama,,305640,4198
12/16/2020,Massachusetts,,304112,11513
12/16/2020,Mississippi,,185643,4294
12/16/2020,Rhode Island,,76209,1590
12/16/2020,Vermont,,6009,105
12/16/2020,Wyoming,,40310,328
12/17/2020,Alabama,,310335,4254
12/17/2020,Massachusetts,,309247,11558
12/17/2020,Mississippi,,187904,4320
12/17/2020,Rhode Island,,77290,1602
12/17/2020,Vermont,,6149,105
12/17/2020,Wyoming,,40593,351
12/18/2020,Alabama,,315683,4296
12/18/2020,Massachusetts,,314926,11610
12/18/2020,Mississippi,,190411,4354
12/18/2020,Rhode Island,,77812,1625
12/18/2020,Vermont,,6243,107
12/18/2020,Wyoming,,41359,351
12/19/2020,Alabama,,319904,4389
12/19/2020,Massachusetts,,319270,11657
12/19/2020,Mississippi,,192111,4390
12/19/2020,Rhode Island,,77812,1625
12/19/2020,Vermont,,6343,108
12/19/2020,Wyoming,,41488,351
12/20/2020,Alabama,,322452,4389
12/20/2020,Massachusetts,,323531,11717
12/20/2020,Mississippi,,194333,4409
12/20/2020,Rhode Island,,77812,1625
12/20/2020,Vermont,,6443,111
12/20/2020,Wyoming,,41662,351
12/21/2020,Alabama,,324832,4389
12/21/2020,Massachusetts,,327374,11759
12/21/2020,Mississippi,,195500,4411
12/21/2020,Rhode Island,,80231,1670
12/21/2020,Vermont,,6534,111
12/21/2020,Wyoming,,42118,351
12/22/2020,Alabama,,329811,4452
12/22/2020,Massachusetts,,331174,11804
12/22/2020,Mississippi,,197691,4490
12/22/2020,Rhode Island,,81187,1678
12/22/2020,Vermont,,6608,112
12/22/2020,Wyoming,,42379,373
12/23/2020,Alabama,,334569,4587
12/23/2020,Massachusetts,,335988,11887
12/23/2020,Mississippi,,200325,4533
12/23/2020,Rhode Island,,82066,1704
12/23/2020,Vermont,,6680,117
12/23/2020,Wyoming,,42664,373
12/24/2020,Alabama,,338801,4676
12/24/2020,Massachusetts,,341925,11963
12/24/2020,Mississippi,,202651,4556
12/24/2020,Rhode Island,,82066,1704
12/24/2020,Vermont,,6781,120
12/24/2020,Wyoming,,42664,373
12/25/2020,Alabama,,342426,4680
12/25/2020,Massachusetts,,341925,11963
12/25/2020,Mississippi,,204178,4562
12/25/2020,Rhode Island,,82066,1704
12/25/2020,Vermont,,6781,120
12/25/2020,Wyoming,,42664,373
12/26/2020,Alabama,,343458,4685
12/26/2020,Massachusetts,,349602,12010
12/26/2020,Mississippi,,205023,4565
12/26/2020,Rhode Island,,82066,1704
12/26/2020,Vermont,,6966,121
12/26/2020,Wyoming,,43146,373
12/27/2020,Alabama,,345628,4691
12/27/2020,Massachusetts,,352736,12110
12/27/2020,Mississippi,,206388,4606
12/27/2020,Rhode Island,,82066,1704
12/27/2020,Vermont,,7029,127
12/27/2020,Wyoming,,43200,373
12/28/2020,Alabama,,347897,4712
12/28/2020,Massachusetts,,356934,12158
12/28/2020,Mississippi,,208089,4634
12/28/2020,Rhode Island,,85602,1742
12/28/2020,Vermont,,7120,129
12/28/2020,Wyoming,,43704,405
12/29/2020,Alabama,,351804,4737
12/29/2020,Massachusetts,,361079,12218
12/29/2020,Mississippi,,210032,4719
12/29/2020,Rhode Island,,86789,1760
12/29/2020,Vermont,,7202,130
12/29/2020,Wyoming,,43923,405
12/30/2020,Alabama,,356820,4774
12/30/2020,Massachusetts,,367918,12338
12/30/2020,Mississippi,,213055,4747
12/30/2020,Rhode Island,,87949,1777
12/30/2020,Vermont,,7276,134
12/30/2020,Wyoming,,44133,405
12/31/2020,Alabama,,361226,4827
12/31/2020,Massachusetts,,375178,12423
12/31/2020,Mississippi,,215811,4787
12/31/2020,Rhode Island,,87949,1777
12/31/2020,Vermont,,7412,136
12/31/2020,Wyoming,,44409,438
1/1/2021,Alabama,,365747,4872
1/1/2021,Massachusetts,,375178,12423
1/1/2021,Mississippi,,218386,4816
1/1/2021,Rhode Island,,87949,1777
1/1/2021,Vermont,,7412,136
1/1/2021,Wyoming,,44409,438
1/2/2021,Alabama,,369458,4872
1/2/2021,Massachusetts,,384181,12502
1/2/2021,Mississippi,,220277,4840
1/2/2021,Rhode Island,,87949,1777
1/2/2021,Vermont,,7689,139
1/2/2021,Wyoming,,44573,438
1/3/2021,Alabama,,371934,4873
1/3/2021,Massachusetts,,387662,12610
1/3/2021,Mississippi,,222061,4871
1/3/2021,Rhode Island,,87949,1777
1/3/2021,Vermont,,7793,140
1/3/2021,Wyoming,,44875,438
1/4/2021,Alabama,,374095,4878
1/4/2021,Massachusetts,,392582,12669
1/4/2021,Mississippi,,223677,4884
1/4/2021,Rhode Island,,92708,1855
1/4/2021,Vermont,,7873,144
1/4/2021,Wyoming,,45247,438
1/5/2021,Alabama,,379593,4886
1/5/2021,Massachusetts,,397202,12734
1/5/2021,Mississippi,,225444,4975
1/5/2021,Rhode Island,,93852,1870
1/5/2021,Vermont,,8038,149
1/5/2021,Wyoming,,45569,464
1/6/2021,Alabama,,384184,4994
1/6/2021,Massachusetts,,404053,12836
1/6/2021,Mississippi,,228235,5013
1/6/2021,Rhode Island,,95463,1890
1/6/2021,Vermont,,8158,152
1/6/2021,Wyoming,,45890,464
1/7/2021,Alabama,,389230,5080
1/7/2021,Massachusetts,,411601,12909
1/7/2021,Mississippi,,231490,5061
1/7/2021,Rhode Island,,96591,1910
1/7/2021,Vermont,,8403,155
1/7/2021,Wyoming,,46168,489
1/8/2021,Alabama,,394287,5191
1/8/2021,Massachusetts,,419721,12985
1/8/2021,Mississippi,,233665,5101
1/8/2021,Rhode Island,,97614,1916
1/8/2021,Vermont,,8619,156
1/8/2021,Wyoming,,46647,489
1/9/2021,Alabama,,399150,5299
1/9/2021,Massachusetts,,427135,13074
1/9/2021,Mississippi,,236868,5146
1/9/2021,Rhode Island,,97614,1916
1/9/2021,Vermont,,8790,156
1/9/2021,Wyoming,,46719,489
1/10/2021,Alabama,,401900,5334
1/10/2021,Massachusetts,,432791,13151
1/10/2021,Mississippi,,239082,5167
1/10/2021,Rhode Island,,97614,1916
1/10/2021,Vermont,,8967,156
1/10/2021,Wyoming,,46832,489
1/11/2021,Alabama,,404000,5347
1/11/2021,Massachusetts,,437042,13206
1/11/2021,Mississippi,,240309,5186
1/11/2021,Rhode Island,,100607,1947
1/11/2021,Vermont,,9078,156
1/11/2021,Wyoming,,47395,489
1/12/2021,Alabama,,407848,5573
1/12/2021,Massachusetts,,442529,13273
1/12/2021,Mississippi,,241957,5284
1/12/2021,Rhode Island,,101393,1970
1/12/2021,Vermont,,9247,158
1/12/2021,Wyoming,,48072,522
1/13/2021,Alabama,,410995,5760
1/13/2021,Massachusetts,,448447,13359
1/13/2021,Mississippi,,243899,5315
1/13/2021,Rhode Island,,102485,1987
1/13/2021,Vermont,,9368,158
1/13/2021,Wyoming,,48289,522
1/14/2021,Alabama,,414583,5945
1/14/2021,Massachusetts,,454402,13433
1/14/2021,Mississippi,,245847,5356
1/14/2021,Rhode Island,,103386,1996
1/14/2021,Vermont,,9573,162
1/14/2021,Wyoming,,48701,522
1/15/2021,Alabama,,417528,6030
1/15/2021,Massachusetts,,459927,13509
1/15/2021,Mississippi,,248189,5411
1/15/2021,Rhode Island,,104443,2005
1/15/2021,Vermont,,9734,163
1/15/2021,Wyoming,,48909,522
1/16/2021,Alabama,,420681,6119
1/16/2021,Massachusetts,,465726,13583
1/16/2021,Mississippi,,250869,5481
1/16/2021,Rhode Island,,104443,2005
1/16/2021,Vermont,,9915,163
1/16/2021,Wyoming,,49068,522
1/17/2021,Alabama,,422598,6120
1/17/2021,Massachusetts,,470140,13652
1/17/2021,Mississippi,,252475,5521
1/17/2021,Rhode Island,,104443,2005
1/17/2021,Vermont,,10057,163
1/17/2021,Wyoming,,49363,522
1/18/2021,Alabama,,424028,6121
1/18/2021,Massachusetts,,473441,13705
1/18/2021,Mississippi,,253932,5524
1/18/2021,Rhode Island,,104443,2005
1/18/2021,Vermont,,10220,163
1/18/2021,Wyoming,,49708,522
1/19/2021,Alabama,,426543,6126
1/19/2021,Massachusetts,,476526,13749
1/19/2021,Mississippi,,255125,5574
1/19/2021,Rhode Island,,107066,2045
1/19/2021,Vermont,,10321,163
1/19/2021,Wyoming,,49922,550
1/20/2021,Alabama,,429655,6283
1/20/2021,Massachusetts,,481040,13829
1/20/2021,Mississippi,,256827,5638
1/20/2021,Rhode Island,,107876,2058
1/20/2021,Vermont,,10471,165
1/20/2021,Wyoming,,50124,550
1/21/2021,Alabama,,432536,6379
1/21/2021,Massachusetts,,486180,13906
1/21/2021,Mississippi,,259117,5668
1/21/2021,Rhode Island,,108786,2076
1/21/2021,Vermont,,10580,168
1/21/2021,Wyoming,,50424,550
1/22/2021,Alabama,,436087,6486
1/22/2021,Massachusetts,,491452,13987
1/22/2021,Mississippi,,261167,5713
1/22/2021,Rhode Island,,109735,2083
1/22/2021,Vermont,,10759,169
1/22/2021,Wyoming,,50583,571
1/23/2021,Alabama,,439442,6657
1/23/2021,Massachusetts,,496093,14064
1/23/2021,Mississippi,,263023,5752
1/23/2021,Rhode Island,,109735,2083
1/23/2021,Vermont,,10908,170
1/23/2021,Wyoming,,50583,571
1/24/2021,Alabama,,441170,6660
1/24/2021,Massachusetts,,500037,14133
1/24/2021,Mississippi,,264219,5772
1/24/2021,Rhode Island,,109735,2083
1/24/2021,Vermont,,11033,170
1/24/2021,Wyoming,,50898,571
1/25/2021,Alabama,,443009,6662
1/25/2021,Massachusetts,,503688,14178
1/25/2021,Mississippi,,265146,5777
1/25/2021,Rhode Island,,111754,2110
1/25/2021,Vermont,,11165,171
1/25/2021,Wyoming,,51062,571
1/26/2021,Alabama,,445909,6896
1/26/2021,Massachusetts,,506183,14220
1/26/2021,Mississippi,,266598,5852
1/26/2021,Rhode Island,,112396,2126
1/26/2021,Vermont,,11285,171
1/26/2021,Wyoming,,51152,596
1/27/2021,Alabama,,449086,7172
1/27/2021,Massachusetts,,509503,14304
1/27/2021,Mississippi,,268672,5917
1/27/2021,Rhode Island,,113009,2135
1/27/2021,Vermont,,11379,172
1/27/2021,Wyoming,,51368,596
1/28/2021,Alabama,,452734,7340
1/28/2021,Massachusetts,,514134,14348
1/28/2021,Mississippi,,270476,5945
1/28/2021,Rhode Island,,113754,2144
1/28/2021,Vermont,,11523,172
1/28/2021,Wyoming,,51430,596
1/29/2021,Alabama,,455582,7566
1/29/2021,Massachusetts,,517252,14444
1/29/2021,Mississippi,,272662,5983
1/29/2021,Rhode Island,,114438,2154
1/29/2021,Vermont,,11658,172
1/29/2021,Wyoming,,51690,596
1/30/2021,Alabama,,455582,7566
1/30/2021,Massachusetts,,521360,14531
1/30/2021,Mississippi,,274190,6018
1/30/2021,Rhode Island,,114438,2154
1/30/2021,Vermont,,11831,173
1/30/2021,Wyoming,,51704,596
1/31/2021,Alabama,,459639,7688
1/31/2021,Massachusetts,,524025,14577
1/31/2021,Mississippi,,275001,6045
1/31/2021,Rhode Island,,114438,2154
1/31/2021,Vermont,,11965,174
1/31/2021,Wyoming,,51912,596
2/1/2021,Alabama,,460860,7688
2/1/2021,Massachusetts,,526423,14607
2/1/2021,Mississippi,,275706,6056
2/1/2021,Rhode Island,,115956,2173
2/1/2021,Vermont,,12083,175
2/1/2021,Wyoming,,52057,596
2/2/2021,Alabama,,462938,7894
2/2/2021,Massachusetts,,528662,14652
2/2/2021,Mississippi,,276531,6132
2/2/2021,Rhode Island,,116191,2186
2/2/2021,Vermont,,12196,176
2/2/2021,Wyoming,,52128,624
2/3/2021,Alabama,,465056,8203
2/3/2021,Massachusetts,,531117,14708
2/3/2021,Mississippi,,277322,6158
2/3/2021,Rhode Island,,116704,2198
2/3/2021,Vermont,,12329,179
2/3/2021,Wyoming,,52288,624
2/4/2021,Alabama,,467823,8365
2/4/2021,Massachusetts,,533921,14784
2/4/2021,Mississippi,,278532,6182
2/4/2021,Rhode Island,,117291,2209
2/4/2021,Vermont,,12503,181
2/4/2021,Wyoming,,52468,624
2/5/2021,Alabama,,469319,8449
2/5/2021,Massachusetts,,537208,14859
2/5/2021,Mississippi,,279742,6222
2/5/2021,Rhode Island,,117891,2212
2/5/2021,Vermont,,12612,181
2/5/2021,Wyoming,,52576,624
2/6/2021,Alabama,,471311,8513
2/6/2021,Massachusetts,,540827,14921
2/6/2021,Mississippi,,280778,6266
2/6/2021,Rhode Island,,117891,2212
2/6/2021,Vermont,,12766,182
2/6/2021,Wyoming,,52618,624
2/7/2021,Alabama,,472423,8515
2/7/2021,Massachusetts,,543934,14999
2/7/2021,Mississippi,,281678,6269
2/7/2021,Rhode Island,,117891,2212
2/7/2021,Vermont,,12900,183
2/7/2021,Wyoming,,52627,624
2/8/2021,Alabama,,473348,8523
2/8/2021,Massachusetts,,545303,15054
2/8/2021,Mississippi,,282313,6270
2/8/2021,Rhode Island,,119104,2236
2/8/2021,Vermont,,13046,183
2/8/2021,Wyoming,,52784,624
2/9/2021,Alabama,,474666,8579
2/9/2021,Massachusetts,,546896,15124
2/9/2021,Mississippi,,282969,6342
2/9/2021,Rhode Island,,119434,2248
2/9/2021,Vermont,,13105,186
2/9/2021,Wyoming,,52830,647
2/10/2021,Alabama,,476067,8888
2/10/2021,Massachusetts,,548946,15207
2/10/2021,Mississippi,,283753,6367
2/10/2021,Rhode Island,,119893,2259
2/10/2021,Vermont,,13122,187
2/10/2021,Wyoming,,52874,647
2/11/2021,Alabama,,477570,9021
2/11/2021,Massachusetts,,551396,15269
2/11/2021,Mississippi,,284664,6390
2/11/2021,Rhode Island,,120381,2274
2/11/2021,Vermont,,13249,188
2/11/2021,Wyoming,,52979,647
2/12/2021,Alabama,,478667,9180
2/12/2021,Massachusetts,,553812,15358
2/12/2021,Mississippi,,285648,6429
2/12/2021,Rhode Island,,120821,2290
2/12/2021,Vermont,,13415,189
2/12/2021,Wyoming,,53086,647
2/13/2021,Alabama,,479856,9242
2/13/2021,Massachusetts,,555895,15424
2/13/2021,Mississippi,,286343,6461
2/13/2021,Rhode Island,,120821,2290
2/13/2021,Vermont,,13561,189
2/13/2021,Wyoming,,53086,647
2/14/2021,Alabama,,480931,9242
2/14/2021,Massachusetts,,557777,15484
2/14/2021,Mississippi,,287436,6462
2/14/2021,Rhode Island,,120821,2290
2/14/2021,Vermont,,13677,189
2/14/2021,Wyoming,,53136,647
2/15/2021,Alabama,,481605,9244
2/15/2021,Massachusetts,,559350,15517
2/15/2021,Mississippi,,287980,6464
2/15/2021,Rhode Island,,121787,2334
2/15/2021,Vermont,,13862,190
2/15/2021,Wyoming,,53136,647
2/16/2021,Alabama,,482488,9257
2/16/2021,Massachusetts,,560576,15567
2/16/2021,Mississippi,,288714,6501
2/16/2021,Rhode Island,,122072,2344
2/16/2021,Vermont,,13917,191
2/16/2021,Wyoming,,53351,662
2/17/2021,Alabama,,483167,9346
2/17/2021,Massachusetts,,561936,15623
2/17/2021,Mississippi,,289398,6524
2/17/2021,Rhode Island,,122440,2352
2/17/2021,Vermont,,13996,191
2/17/2021,Wyoming,,53450,662
2/18/2021,Alabama,,484365,9424
2/18/2021,Massachusetts,,563976,15686
2/18/2021,Mississippi,,289532,6531
2/18/2021,Rhode Island,,122859,2367
2/18/2021,Vermont,,14149,193
2/18/2021,Wyoming,,53531,662
2/19/2021,Alabama,,485212,9573
2/19/2021,Massachusetts,,565794,15726
2/19/2021,Mississippi,,289892,6534
2/19/2021,Rhode Island,,123145,2376
2/19/2021,Vermont,,14251,193
2/19/2021,Wyoming,,53683,662
2/20/2021,Alabama,,485986,9590
2/20/2021,Massachusetts,,567764,15779
2/20/2021,Mississippi,,290242,6553
2/20/2021,Rhode Island,,123145,2376
2/20/2021,Vermont,,14359,196
2/20/2021,Wyoming,,53683,662
2/21/2021,Alabama,,486843,9592
2/21/2021,Massachusetts,,569284,15826
2/21/2021,Mississippi,,290632,6553
2/21/2021,Rhode Island,,123145,2376
2/21/2021,Vermont,,14493,197
2/21/2021,Wyoming,,53795,662
2/22/2021,Alabama,,487520,9592
2/22/2021,Massachusetts,,570546,15853
2/22/2021,Mississippi,,290874,6553
2/22/2021,Rhode Island,,123980,2466
2/22/2021,Vermont,,14608,198
2/22/2021,Wyoming,,53900,662
2/23/2021,Alabama,,488973,9660
2/23/2021,Massachusetts,,571783,15883
2/23/2021,Mississippi,,291222,6577
2/23/2021,Rhode Island,,124262,2476
2/23/2021,Vermont,,14691,199
2/23/2021,Wyoming,,53944,671
2/24/2021,Alabama,,490220,9744
2/24/2021,Massachusetts,,573885,15945
2/24/2021,Mississippi,,291891,6605
2/24/2021,Rhode Island,,124718,2487
2/24/2021,Vermont,,14768,201
2/24/2021,Wyoming,,53988,671
2/25/2021,Alabama,,491110,9831
2/25/2021,Massachusetts,,575993,15978
2/25/2021,Mississippi,,292811,6613
2/25/2021,Rhode Island,,125185,2496
2/25/2021,Vermont,,14840,203
2/25/2021,Wyoming,,54202,671
2/26/2021,Alabama,,491849,9869
2/26/2021,Massachusetts,,577980,16024
2/26/2021,Mississippi,,293542,6638
2/26/2021,Rhode Island,,125622,2502
2/26/2021,Vermont,,14963,204
2/26/2021,Wyoming,,54350,671
2/27/2021,Alabama,,492683,9930
2/27/2021,Massachusetts,,579680,16067
2/27/2021,Mississippi,,294091,6669
2/27/2021,Rhode Island,,125622,2502
2/27/2021,Vermont,,15098,204
2/27/2021,Wyoming,,54350,671
2/28/2021,Alabama,,493252,9929
2/28/2021,Massachusetts,,581148,16118
2/28/2021,Mississippi,,294795,6681
2/28/2021,Rhode Island,,125622,2502
2/28/2021,Vermont,,15198,204
2/28/2021,Wyoming,,54394,671
3/1/2021,Alabama,,493769,9931
3/1/2021,Massachusetts,,582543,16144
3/1/2021,Mississippi,,294994,6681
3/1/2021,Rhode Island,,126588,2517
3/1/2021,Vermont,,15284,205
3/1/2021,Wyoming,,54471,671
3/2/2021,Alabama,,494421,9991
3/2/2021,Massachusetts,,582844,16182
3/2/2021,Mississippi,,295295,6724
3/2/2021,Rhode Island,,126849,2525
3/2/2021,Vermont,,15372,206
3/2/2021,Wyoming,,54527,682
3/3/2021,Alabama,,497154,10029
3/3/2021,Massachusetts,,584743,16252
3/3/2021,Mississippi,,295675,6743
3/3/2021,Rhode Island,,127285,2534
3/3/2021,Vermont,,15487,207
3/3/2021,Wyoming,,54616,682
3/4/2021,Alabama,,498076,10094
3/4/2021,Massachusetts,,586310,16296
3/4/2021,Mississippi,,296154,6764
3/4/2021,Rhode Island,,127727,2539
3/4/2021,Vermont,,15686,207
3/4/2021,Wyoming,,54685,682
3/5/2021,Alabama,,498887,10122
3/5/2021,Massachusetts,,588209,16322
3/5/2021,Mississippi,,296745,6783
3/5/2021,Rhode Island,,128121,2541
3/5/2021,Vermont,,15819,207
3/5/2021,Wyoming,,54764,682
3/6/2021,Alabama,,499411,10149
3/6/2021,Massachusetts,,589931,16374
3/6/2021,Mississippi,,297321,6805
3/6/2021,Rhode Island,,128121,2541
3/6/2021,Vermont,,15964,208
3/6/2021,Wyoming,,54764,682
3/7/2021,Alabama,,499819,10148
3/7/2021,Massachusetts,,591356,16417
3/7/2021,Mississippi,,297581,6808
3/7/2021,Rhode Island,,128121,2541
3/7/2021,Vermont,,16083,208
3/7/2021,Wyoming,,54764,682
3/8/2021,Alabama,,500092,10148
3/8/2021,Massachusetts,,592344,16435
3/8/2021,Mississippi,,297651,6808
3/8/2021,Rhode Island,,128981,2549
